TicketID,DateKey,CustomerID,Category,Priority,SLATargetHrs,CreatedDate,ResolvedDate,ResolutionTimeHrs,FCRFlag,PostResolutionCSAT,SLAMetFlag
TKT-02500,20240912,CUST-01591,General Inquiry,Medium,24,2024-09-12,2024-09-12,18.9,0,3,1
TKT-02501,20241011,CUST-04867,Complaint,High,4,2024-10-11,2024-10-11,13.0,1,4,0
TKT-02502,20240817,CUST-00817,Billing/Payment,Medium,24,2024-08-17,2024-08-17,7.7,1,3,1
TKT-02503,20250511,CUST-03525,General Inquiry,Low,72,2025-05-11,2025-05-11,2.0,0,3,1
TKT-02504,20240809,CUST-00960,General Inquiry,High,4,2024-08-09,2024-08-09,19.0,0,5,0
TKT-02505,20250311,CUST-04542,Installation,Low,72,2025-03-11,2025-03-13,65.0,1,5,1
TKT-02506,20250829,CUST-03209,Billing/Payment,Low,72,2025-08-29,2025-08-29,0.5,1,3,1
TKT-02507,20240331,CUST-04173,Complaint,Medium,24,2024-03-31,2024-03-31,2.6,1,3,1
TKT-02508,20241122,CUST-02107,Technical/Pump,Medium,24,2024-11-22,2024-11-23,25.6,0,4,0
TKT-02509,20250530,CUST-04438,Warranty,Medium,24,2025-05-30,2025-05-30,16.1,0,3,1
TKT-02510,20240313,CUST-03169,Billing/Payment,Medium,24,2024-03-13,2024-03-13,1.4,0,4,1
TKT-02511,20251206,CUST-02179,Billing/Payment,Low,72,2025-12-06,2025-12-06,0.6,0,4,1
TKT-02512,20260225,CUST-03383,Technical/Pump,High,4,2026-02-25,2026-02-25,16.8,1,3,0
TKT-02513,20260404,CUST-03155,Installation,Low,72,2026-04-04,2026-04-04,21.3,0,3,1
TKT-02514,20260310,CUST-03561,Billing/Payment,Medium,24,2026-03-10,2026-03-11,31.0,1,3,0
TKT-02515,20251027,CUST-03514,Installation,Low,72,2025-10-27,2025-10-27,1.9,1,2,1
TKT-02516,20240605,CUST-02258,Complaint,Medium,24,2024-06-05,2024-06-05,7.9,1,2,1
TKT-02517,20241213,CUST-04872,Warranty,High,4,2024-12-13,2024-12-14,35.1,0,2,0
TKT-02518,20251107,CUST-03621,Warranty,Medium,24,2025-11-07,2025-11-07,2.7,1,3,1
TKT-02519,20241228,CUST-01475,General Inquiry,Medium,24,2024-12-28,2024-12-28,3.9,1,5,1
TKT-02520,20230722,CUST-03140,Warranty,Medium,24,2023-07-22,2023-07-24,64.3,0,4,0
TKT-02521,20250124,CUST-04076,Billing/Payment,High,4,2025-01-24,2025-01-25,47.0,1,4,0
TKT-02522,20231020,CUST-01492,Installation,Low,72,2023-10-20,2023-10-20,20.6,1,3,1
TKT-02523,20240615,CUST-04920,Installation,Medium,24,2024-06-15,2024-06-15,1.8,1,3,1
TKT-02524,20240214,CUST-01669,Technical/Pump,Medium,24,2024-02-14,2024-02-14,16.5,1,4,1
TKT-02525,20260129,CUST-03499,Billing/Payment,Low,72,2026-01-29,2026-01-29,12.2,0,3,1
TKT-02526,20250523,CUST-02177,Technical/Pump,Medium,24,2025-05-23,2025-05-23,6.2,1,3,1
TKT-02527,20250227,CUST-00219,Installation,Medium,24,2025-02-27,2025-02-27,15.6,0,4,1
TKT-02528,20250424,CUST-01634,Technical/Pump,High,4,2025-04-24,2025-04-24,1.3,1,3,1
TKT-02529,20241203,CUST-04296,Complaint,Medium,24,2024-12-03,2024-12-04,26.0,0,4,0
TKT-02530,20240601,CUST-04177,General Inquiry,Medium,24,2024-06-01,2024-06-01,4.0,1,3,1
TKT-02531,20250630,CUST-01206,Technical/Pump,Low,72,2025-06-30,2025-06-30,20.1,0,4,1
TKT-02532,20240415,CUST-04718,Complaint,Medium,24,2024-04-15,2024-04-15,19.9,1,4,1
TKT-02533,20240908,CUST-01800,Technical/Pump,Low,72,2024-09-08,2024-09-08,5.8,0,3,1
TKT-02534,20240429,CUST-01584,Installation,Medium,24,2024-04-29,2024-04-30,26.8,1,2,0
TKT-02535,20250226,CUST-00433,Technical/Pump,Medium,24,2025-02-26,2025-02-26,21.4,0,4,1
TKT-02536,20251025,CUST-00785,Warranty,Low,72,2025-10-25,2025-10-25,1.4,0,3,1
TKT-02537,20250626,CUST-01687,Complaint,Medium,24,2025-06-26,2025-06-26,2.5,0,4,1
TKT-02538,20260124,CUST-04894,Technical/Pump,Medium,24,2026-01-24,2026-01-25,32.1,1,4,0
TKT-02539,20250226,CUST-01998,General Inquiry,Medium,24,2025-02-26,2025-02-28,49.3,1,4,0
TKT-02540,20251004,CUST-00040,Billing/Payment,Medium,24,2025-10-04,2025-10-05,24.1,1,3,0
TKT-02541,20251023,CUST-00960,Technical/Pump,Low,72,2025-10-23,2025-10-25,50.2,1,3,1
TKT-02542,20241206,CUST-00416,Billing/Payment,Medium,24,2024-12-06,2024-12-06,18.0,1,3,1
TKT-02543,20240728,CUST-02931,Installation,Low,72,2024-07-28,,8.9,0,,0
TKT-02544,20240625,CUST-00612,Technical/Pump,Medium,24,2024-06-25,2024-06-25,0.5,1,3,1
TKT-02545,20241022,CUST-02740,Installation,Low,72,2024-10-22,2024-10-22,14.0,0,4,1
TKT-02546,20260131,CUST-04056,Complaint,High,4,2026-01-31,2026-01-31,1.4,1,3,1
TKT-02547,20230328,CUST-01247,Technical/Pump,Low,72,2023-03-28,,5.8,0,,0
TKT-02548,20230623,CUST-02927,Technical/Pump,Medium,24,2023-06-23,2023-06-23,6.3,1,3,1
TKT-02549,20241211,CUST-04744,Billing/Payment,Medium,24,2024-12-11,2024-12-11,5.0,1,2,1
TKT-02550,20230423,CUST-04385,Installation,Medium,24,2023-04-23,2023-04-23,0.5,1,4,1
TKT-02551,20240117,CUST-02172,General Inquiry,Medium,24,2024-01-17,2024-01-17,23.9,0,3,1
TKT-02552,20250318,CUST-00055,Billing/Payment,High,4,2025-03-18,2025-03-18,9.1,0,3,0
TKT-02553,20250318,CUST-03905,Installation,High,4,2025-03-18,2025-03-18,12.8,0,4,0
TKT-02554,20240905,CUST-04216,Technical/Pump,Low,72,2024-09-05,2024-09-05,1.8,1,3,1
TKT-02555,20230917,CUST-02705,Warranty,Low,72,2023-09-17,2023-09-17,2.6,0,4,1
TKT-02556,20240624,CUST-00536,Warranty,Medium,24,2024-06-24,,2.7,0,,0
TKT-02557,20250319,CUST-02728,Technical/Pump,Medium,24,2025-03-19,,1.9,0,,0
TKT-02558,20240702,CUST-00067,Billing/Payment,High,4,2024-07-02,2024-07-02,1.2,0,3,1
TKT-02559,20241027,CUST-04957,General Inquiry,Low,72,2024-10-27,2024-10-27,7.3,0,3,1
TKT-02560,20250613,CUST-04273,Complaint,High,4,2025-06-13,2025-06-13,21.0,1,4,0
TKT-02561,20240507,CUST-03208,Installation,High,4,2024-05-07,,6.7,0,,0
TKT-02562,20250305,CUST-02653,Installation,High,4,2025-03-05,2025-03-05,13.0,0,4,0
TKT-02563,20250419,CUST-01202,Technical/Pump,Medium,24,2025-04-19,2025-04-19,13.1,1,4,1
TKT-02564,20250108,CUST-02970,Technical/Pump,Medium,24,2025-01-08,2025-01-08,0.7,1,3,1
TKT-02565,20251221,CUST-01142,Billing/Payment,Medium,24,2025-12-21,2025-12-21,4.3,0,4,1
TKT-02566,20250407,CUST-01458,Billing/Payment,High,4,2025-04-07,2025-04-07,12.5,0,5,0
TKT-02567,20250622,CUST-01107,Billing/Payment,Low,72,2025-06-22,2025-06-22,3.1,0,3,1
TKT-02568,20230926,CUST-04697,Warranty,Low,72,2023-09-26,,1.7,0,,0
TKT-02569,20240718,CUST-03818,Billing/Payment,High,4,2024-07-18,2024-07-18,4.5,0,3,0
TKT-02570,20241024,CUST-04308,Billing/Payment,High,4,2024-10-24,2024-10-24,4.0,1,2,1
TKT-02571,20260201,CUST-02543,Technical/Pump,Medium,24,2026-02-01,2026-02-01,3.5,1,4,1
TKT-02572,20240621,CUST-03927,Billing/Payment,Low,72,2024-06-21,2024-06-21,10.3,1,5,1
TKT-02573,20250417,CUST-02347,General Inquiry,Medium,24,2025-04-17,2025-04-17,15.8,1,3,1
TKT-02574,20250428,CUST-00293,Technical/Pump,Low,72,2025-04-28,2025-04-29,31.1,1,4,1
TKT-02575,20250119,CUST-00333,Technical/Pump,Low,72,2025-01-19,2025-01-19,7.0,1,4,1
TKT-02576,20240429,CUST-03570,Technical/Pump,Low,72,2024-04-29,2024-04-30,26.4,1,5,1
TKT-02577,20240622,CUST-04965,Installation,High,4,2024-06-22,2024-06-22,17.8,1,4,0
TKT-02578,20250209,CUST-02289,General Inquiry,Medium,24,2025-02-09,2025-02-11,54.2,1,4,0
TKT-02579,20260328,CUST-00353,Installation,Low,72,2026-03-28,2026-03-28,1.9,1,3,1
TKT-02580,20240304,CUST-01008,Billing/Payment,Medium,24,2024-03-04,2024-03-04,10.7,1,2,1
TKT-02581,20241127,CUST-03231,Technical/Pump,Low,72,2024-11-27,2024-11-27,4.4,1,4,1
TKT-02582,20240813,CUST-03025,Complaint,Low,72,2024-08-13,2024-08-14,41.0,0,3,1
TKT-02583,20260405,CUST-01066,Installation,Medium,24,2026-04-05,2026-04-05,3.4,1,3,1
TKT-02584,20250519,CUST-00488,Billing/Payment,High,4,2025-05-19,2025-05-20,37.7,1,3,0
TKT-02585,20240601,CUST-04536,Technical/Pump,Medium,24,2024-06-01,2024-06-02,29.7,0,4,0
TKT-02586,20251015,CUST-02974,Billing/Payment,Medium,24,2025-10-15,2025-10-15,8.4,1,3,1
TKT-02587,20240111,CUST-01303,Billing/Payment,Low,72,2024-01-11,2024-01-13,54.1,0,4,1
TKT-02588,20250326,CUST-03458,Billing/Payment,Low,72,2025-03-26,2025-03-26,7.6,0,5,1
TKT-02589,20241007,CUST-02807,Technical/Pump,Medium,24,2024-10-07,2024-10-07,0.5,1,2,1
TKT-02590,20240725,CUST-01645,Warranty,Low,72,2024-07-25,2024-07-26,25.7,1,3,1
TKT-02591,20241009,CUST-00299,Billing/Payment,Medium,24,2024-10-09,2024-10-09,22.2,0,3,1
TKT-02592,20240322,CUST-02324,Technical/Pump,Low,72,2024-03-22,2024-03-24,66.2,1,2,1
TKT-02593,20240909,CUST-01354,General Inquiry,Low,72,2024-09-09,2024-09-10,28.3,0,4,1
TKT-02594,20240717,CUST-01711,Technical/Pump,Medium,24,2024-07-17,2024-07-17,1.0,0,4,1
TKT-02595,20250520,CUST-01497,Billing/Payment,Low,72,2025-05-20,2025-05-20,21.1,1,3,1
TKT-02596,20260215,CUST-03930,Billing/Payment,Low,72,2026-02-15,2026-02-15,12.0,0,1,1
TKT-02597,20251024,CUST-01813,Installation,Low,72,2025-10-24,2025-10-24,17.9,0,4,1
TKT-02598,20240225,CUST-04297,General Inquiry,Medium,24,2024-02-25,2024-02-25,5.8,1,4,1
TKT-02599,20240924,CUST-00350,Billing/Payment,Medium,24,2024-09-24,2024-09-24,3.8,1,3,1
TKT-02600,20241022,CUST-04545,Billing/Payment,Medium,24,2024-10-22,2024-10-22,21.7,0,5,1
TKT-02601,20250714,CUST-03433,General Inquiry,High,4,2025-07-14,2025-07-14,21.2,0,3,0
TKT-02602,20251104,CUST-00015,Installation,Low,72,2025-11-04,2025-11-04,3.8,0,3,1
TKT-02603,20260108,CUST-02794,Billing/Payment,Medium,24,2026-01-08,2026-01-08,20.0,1,5,1
TKT-02604,20240916,CUST-04747,Technical/Pump,Low,72,2024-09-16,2024-09-16,3.4,1,4,1
TKT-02605,20240222,CUST-04574,Billing/Payment,Low,72,2024-02-22,2024-02-22,4.0,0,4,1
TKT-02606,20240624,CUST-02282,Technical/Pump,Low,72,2024-06-24,2024-06-24,13.4,0,3,1
TKT-02607,20230620,CUST-03448,Installation,Medium,24,2023-06-20,2023-06-20,10.3,0,2,1
TKT-02608,20250317,CUST-01739,Warranty,Medium,24,2025-03-17,2025-03-17,12.9,0,4,1
TKT-02609,20230623,CUST-03016,Technical/Pump,Medium,24,2023-06-23,2023-06-23,4.8,0,3,1
TKT-02610,20250414,CUST-02229,Technical/Pump,Medium,24,2025-04-14,2025-04-14,5.4,1,4,1
TKT-02611,20240305,CUST-04590,Billing/Payment,Low,72,2024-03-05,,55.4,0,,0
TKT-02612,20251116,CUST-03977,Complaint,Low,72,2025-11-16,2025-11-16,3.8,0,5,1
TKT-02613,20241008,CUST-04361,Billing/Payment,Medium,24,2024-10-08,2024-10-08,6.5,1,3,1
TKT-02614,20241030,CUST-02850,Billing/Payment,Medium,24,2024-10-30,2024-10-30,15.0,0,3,1
TKT-02615,20241128,CUST-01929,Installation,Medium,24,2024-11-28,2024-11-28,21.5,0,4,1
TKT-02616,20250715,CUST-02363,Billing/Payment,Low,72,2025-07-15,2025-07-15,3.1,1,2,1
TKT-02617,20231220,CUST-04430,Warranty,Low,72,2023-12-20,2023-12-20,1.8,0,3,1
TKT-02618,20251111,CUST-00918,Technical/Pump,Medium,24,2025-11-11,2025-11-11,9.0,1,5,1
TKT-02619,20241227,CUST-04495,Warranty,High,4,2024-12-27,2024-12-27,7.1,1,3,0
TKT-02620,20250522,CUST-04018,Warranty,High,4,2025-05-22,2025-05-22,4.7,1,4,0
TKT-02621,20250310,CUST-03236,Billing/Payment,Medium,24,2025-03-10,2025-03-10,6.8,1,4,1
TKT-02622,20240804,CUST-00676,Technical/Pump,Medium,24,2024-08-04,2024-08-04,21.3,0,5,1
TKT-02623,20240913,CUST-01890,Billing/Payment,High,4,2024-09-13,2024-09-15,68.2,0,2,0
TKT-02624,20230628,CUST-04772,Technical/Pump,Medium,24,2023-06-28,2023-06-29,28.8,0,4,0
TKT-02625,20250820,CUST-00504,Technical/Pump,Medium,24,2025-08-20,,1.5,0,,0
TKT-02626,20240905,CUST-03725,Technical/Pump,Medium,24,2024-09-05,2024-09-05,19.8,0,4,1
TKT-02627,20251019,CUST-04550,Billing/Payment,High,4,2025-10-19,2025-10-21,51.3,0,3,0
TKT-02628,20260118,CUST-03865,Complaint,Medium,24,2026-01-18,2026-01-18,8.6,1,3,1
TKT-02629,20251203,CUST-03023,Installation,Low,72,2025-12-03,2025-12-04,33.3,1,4,1
TKT-02630,20251024,CUST-04062,Technical/Pump,High,4,2025-10-24,2025-10-25,46.0,0,4,0
TKT-02631,20250915,CUST-02613,Installation,Low,72,2025-09-15,2025-09-15,5.9,1,3,1
TKT-02632,20240917,CUST-03875,Warranty,Medium,24,2024-09-17,2024-09-18,31.5,0,2,0
TKT-02633,20250701,CUST-01827,Billing/Payment,Medium,24,2025-07-01,,49.9,0,,0
TKT-02634,20251112,CUST-01975,Technical/Pump,Medium,24,2025-11-12,2025-11-12,20.9,1,3,1
TKT-02635,20250327,CUST-03997,Technical/Pump,High,4,2025-03-27,2025-03-29,52.4,0,2,0
TKT-02636,20260406,CUST-03789,Technical/Pump,Low,72,2026-04-06,2026-04-07,43.6,0,5,1
TKT-02637,20260227,CUST-01708,Technical/Pump,Low,72,2026-02-27,2026-03-01,55.4,0,4,1
TKT-02638,20240205,CUST-00649,Technical/Pump,Low,72,2024-02-05,2024-02-06,43.6,1,3,1
TKT-02639,20250116,CUST-02364,Installation,High,4,2025-01-16,2025-01-17,31.1,1,4,0
TKT-02640,20240404,CUST-00483,Warranty,High,4,2024-04-04,2024-04-05,31.2,0,4,0
TKT-02641,20240325,CUST-03894,Installation,High,4,2024-03-25,,1.1,0,,0
TKT-02642,20251103,CUST-02650,Warranty,Medium,24,2025-11-03,2025-11-03,2.4,1,3,1
TKT-02643,20260220,CUST-00289,Technical/Pump,High,4,2026-02-20,2026-02-20,5.5,1,3,0
TKT-02644,20240831,CUST-02984,Installation,Low,72,2024-08-31,2024-08-31,4.2,1,3,1
TKT-02645,20241006,CUST-03064,Technical/Pump,High,4,2024-10-06,2024-10-07,24.4,1,4,0
TKT-02646,20240815,CUST-01065,Technical/Pump,Low,72,2024-08-15,2024-08-15,8.9,0,2,1
TKT-02647,20241116,CUST-04031,Billing/Payment,High,4,2024-11-16,2024-11-18,53.0,0,5,0
TKT-02648,20251007,CUST-00002,Installation,Medium,24,2025-10-07,2025-10-07,1.2,0,3,1
TKT-02649,20240423,CUST-03227,Billing/Payment,Medium,24,2024-04-23,2024-04-23,20.9,1,5,1
TKT-02650,20231208,CUST-01136,Installation,Medium,24,2023-12-08,2023-12-08,8.0,1,2,1
TKT-02651,20250320,CUST-03809,Billing/Payment,Medium,24,2025-03-20,2025-03-21,26.5,0,3,0
TKT-02652,20240301,CUST-03063,Warranty,High,4,2024-03-01,2024-03-03,49.2,0,3,0
TKT-02653,20250127,CUST-00336,General Inquiry,Medium,24,2025-01-27,2025-01-27,13.9,1,2,1
TKT-02654,20240622,CUST-03633,Complaint,Medium,24,2024-06-22,2024-06-22,5.6,0,5,1
TKT-02655,20250613,CUST-02099,Warranty,Low,72,2025-06-13,2025-06-13,3.7,1,4,1
TKT-02656,20230825,CUST-04101,Technical/Pump,Medium,24,2023-08-25,2023-08-25,6.8,0,3,1
TKT-02657,20240711,CUST-02622,Billing/Payment,High,4,2024-07-11,2024-07-12,38.6,0,4,0
TKT-02658,20260125,CUST-00450,General Inquiry,Medium,24,2026-01-25,2026-01-25,3.1,1,3,1
TKT-02659,20250808,CUST-01412,Billing/Payment,Low,72,2025-08-08,,14.1,0,,0
TKT-02660,20231215,CUST-00631,Technical/Pump,Medium,24,2023-12-15,2023-12-15,7.1,1,4,1
TKT-02661,20241222,CUST-00715,Billing/Payment,Low,72,2024-12-22,2024-12-22,13.7,1,4,1
TKT-02662,20250225,CUST-00178,Warranty,Medium,24,2025-02-25,2025-02-25,20.8,0,2,1
TKT-02663,20251008,CUST-04810,Installation,Medium,24,2025-10-08,2025-10-08,22.1,1,4,1
TKT-02664,20251128,CUST-03687,Installation,Low,72,2025-11-28,2025-11-28,14.1,0,3,1
TKT-02665,20260321,CUST-02187,Technical/Pump,Low,72,2026-03-21,2026-03-21,2.3,0,4,1
TKT-02666,20260322,CUST-02987,General Inquiry,Medium,24,2026-03-22,2026-03-22,16.3,1,5,1
TKT-02667,20241221,CUST-02002,General Inquiry,Medium,24,2024-12-21,2024-12-21,1.1,0,3,1
TKT-02668,20240220,CUST-00195,Billing/Payment,Medium,24,2024-02-20,2024-02-20,9.6,1,5,1
TKT-02669,20240305,CUST-00804,General Inquiry,Medium,24,2024-03-05,2024-03-05,7.9,1,5,1
TKT-02670,20230212,CUST-04969,Warranty,Medium,24,2023-02-12,2023-02-12,5.3,1,3,1
TKT-02671,20260403,CUST-03670,Technical/Pump,High,4,2026-04-03,2026-04-03,6.9,0,5,0
TKT-02672,20250404,CUST-02489,Billing/Payment,Medium,24,2025-04-04,2025-04-05,27.8,0,5,0
TKT-02673,20250115,CUST-04788,Technical/Pump,Low,72,2025-01-15,2025-01-15,6.0,0,4,1
TKT-02674,20240305,CUST-03174,Warranty,Low,72,2024-03-05,2024-03-06,26.5,1,5,1
TKT-02675,20240817,CUST-04166,Technical/Pump,Medium,24,2024-08-17,2024-08-17,1.6,0,3,1
TKT-02676,20240924,CUST-04874,Billing/Payment,Medium,24,2024-09-24,2024-09-24,14.2,0,4,1
TKT-02677,20230318,CUST-04898,Complaint,Low,72,2023-03-18,2023-03-18,10.5,0,4,1
TKT-02678,20241015,CUST-01908,Installation,Low,72,2024-10-15,2024-10-15,14.2,1,3,1
TKT-02679,20230527,CUST-04685,Technical/Pump,Medium,24,2023-05-27,2023-05-27,1.4,0,4,1
TKT-02680,20241213,CUST-03180,Technical/Pump,Low,72,2024-12-13,2024-12-13,8.0,0,4,1
TKT-02681,20260313,CUST-00839,Complaint,High,4,2026-03-13,2026-03-13,0.8,0,3,1
TKT-02682,20250523,CUST-01904,Billing/Payment,Low,72,2025-05-23,,10.4,0,,0
TKT-02683,20240714,CUST-02414,Technical/Pump,Medium,24,2024-07-14,2024-07-14,1.7,1,5,1
TKT-02684,20251208,CUST-04277,Technical/Pump,Medium,24,2025-12-08,2025-12-08,14.5,1,4,1
TKT-02685,20240406,CUST-03455,Billing/Payment,Medium,24,2024-04-06,2024-04-07,26.7,1,3,0
TKT-02686,20240816,CUST-00582,Technical/Pump,Medium,24,2024-08-16,2024-08-17,44.0,1,3,0
TKT-02687,20250208,CUST-02097,Technical/Pump,Low,72,2025-02-08,2025-02-09,35.1,0,3,1
TKT-02688,20250506,CUST-02034,Installation,Low,72,2025-05-06,2025-05-06,5.8,0,4,1
TKT-02689,20240124,CUST-02750,Technical/Pump,Low,72,2024-01-24,2024-01-24,4.6,1,3,1
TKT-02690,20240716,CUST-02304,Installation,Medium,24,2024-07-16,2024-07-16,11.2,0,5,1
TKT-02691,20260412,CUST-01257,Warranty,Medium,24,2026-04-12,2026-04-12,10.2,0,4,1
TKT-02692,20230908,CUST-03497,Technical/Pump,Medium,24,2023-09-08,2023-09-08,0.5,0,3,1
TKT-02693,20240907,CUST-00170,Technical/Pump,High,4,2024-09-07,2024-09-08,30.8,0,4,0
TKT-02694,20241110,CUST-04935,Warranty,Medium,24,2024-11-10,2024-11-11,34.6,1,4,0
TKT-02695,20260119,CUST-00243,Billing/Payment,Low,72,2026-01-19,2026-01-19,10.3,1,3,1
TKT-02696,20240107,CUST-03553,Technical/Pump,Medium,24,2024-01-07,2024-01-07,16.3,1,4,1
TKT-02697,20250116,CUST-03229,Installation,Medium,24,2025-01-16,2025-01-17,42.4,1,3,0
TKT-02698,20230720,CUST-03218,Technical/Pump,Low,72,2023-07-20,2023-07-20,19.1,1,3,1
TKT-02699,20250812,CUST-01359,Technical/Pump,Low,72,2025-08-12,2025-08-14,58.8,1,4,1
TKT-02700,20240127,CUST-04011,Technical/Pump,Low,72,2024-01-27,2024-01-30,75.1,1,3,0
TKT-02701,20250828,CUST-01986,Installation,Medium,24,2025-08-28,2025-08-28,11.2,1,3,1
TKT-02702,20231007,CUST-03983,Technical/Pump,Low,72,2023-10-07,2023-10-07,7.6,1,4,1
TKT-02703,20231013,CUST-01104,Technical/Pump,Medium,24,2023-10-13,2023-10-13,8.8,0,3,1
TKT-02704,20250803,CUST-00807,Warranty,Low,72,2025-08-03,2025-08-03,20.9,1,4,1
TKT-02705,20251019,CUST-03950,Installation,Medium,24,2025-10-19,2025-10-19,8.1,0,1,1
TKT-02706,20250914,CUST-02897,Billing/Payment,Low,72,2025-09-14,2025-09-15,26.4,0,5,1
TKT-02707,20250104,CUST-03580,Billing/Payment,Medium,24,2025-01-04,2025-01-05,33.9,1,4,0
TKT-02708,20251008,CUST-02296,Warranty,Low,72,2025-10-08,2025-10-09,30.1,0,3,1
TKT-02709,20231015,CUST-00523,General Inquiry,Low,72,2023-10-15,2023-10-16,35.3,1,3,1
TKT-02710,20251006,CUST-01488,Technical/Pump,Low,72,2025-10-06,2025-10-07,29.5,1,4,1
TKT-02711,20260417,CUST-03506,General Inquiry,Medium,24,2026-04-17,2026-04-18,29.0,0,4,0
TKT-02712,20240225,CUST-00138,Billing/Payment,Medium,24,2024-02-25,2024-02-26,34.0,0,3,0
TKT-02713,20250708,CUST-04202,Technical/Pump,Medium,24,2025-07-08,2025-07-08,11.6,0,4,1
TKT-02714,20250805,CUST-00189,Technical/Pump,Medium,24,2025-08-05,2025-08-05,15.0,1,3,1
TKT-02715,20260111,CUST-00918,Technical/Pump,Low,72,2026-01-11,2026-01-12,30.2,0,5,1
TKT-02716,20230414,CUST-02616,Billing/Payment,Medium,24,2023-04-14,2023-04-14,6.9,0,4,1
TKT-02717,20240830,CUST-03356,Technical/Pump,Medium,24,2024-08-30,2024-08-30,4.8,0,3,1
TKT-02718,20240118,CUST-00269,Installation,Low,72,2024-01-18,2024-01-18,14.0,0,4,1
TKT-02719,20240910,CUST-00212,Installation,Medium,24,2024-09-10,2024-09-11,38.2,0,4,0
TKT-02720,20240907,CUST-00298,Installation,Medium,24,2024-09-07,2024-09-07,5.7,0,2,1
TKT-02721,20240802,CUST-04198,Warranty,High,4,2024-08-02,2024-08-02,10.1,1,3,0
TKT-02722,20251101,CUST-03570,Technical/Pump,Low,72,2025-11-01,2025-11-01,2.7,0,4,1
TKT-02723,20250313,CUST-03049,Technical/Pump,Medium,24,2025-03-13,2025-03-13,21.0,0,4,1
TKT-02724,20250106,CUST-03855,Technical/Pump,Medium,24,2025-01-06,2025-01-07,24.3,0,3,0
TKT-02725,20250521,CUST-02378,Technical/Pump,Low,72,2025-05-21,2025-05-22,28.5,1,3,1
TKT-02726,20250725,CUST-01555,Billing/Payment,Low,72,2025-07-25,2025-07-26,31.4,0,3,1
TKT-02727,20250915,CUST-02276,Warranty,Medium,24,2025-09-15,2025-09-16,31.1,1,3,0
TKT-02728,20260118,CUST-00125,Billing/Payment,Medium,24,2026-01-18,2026-01-18,16.3,1,3,1
TKT-02729,20240813,CUST-04969,Installation,Low,72,2024-08-13,2024-08-14,30.5,0,4,1
TKT-02730,20250916,CUST-03697,Billing/Payment,Medium,24,2025-09-16,2025-09-16,21.3,1,3,1
TKT-02731,20250614,CUST-02386,Technical/Pump,High,4,2025-06-14,2025-06-14,2.8,1,2,1
TKT-02732,20230522,CUST-03147,Warranty,Low,72,2023-05-22,2023-05-22,21.8,1,4,1
TKT-02733,20260419,CUST-00966,Warranty,Medium,24,2026-04-19,2026-04-19,1.9,1,4,1
TKT-02734,20251113,CUST-00441,Warranty,Low,72,2025-11-13,2025-11-13,5.7,1,4,1
TKT-02735,20251216,CUST-00566,Warranty,Medium,24,2025-12-16,2025-12-20,96.7,1,3,0
TKT-02736,20260318,CUST-01200,Technical/Pump,Medium,24,2026-03-18,2026-03-19,31.8,1,2,0
TKT-02737,20250711,CUST-02221,Technical/Pump,Low,72,2025-07-11,2025-07-11,0.5,1,4,1
TKT-02738,20260405,CUST-04353,Billing/Payment,Medium,24,2026-04-05,2026-04-05,6.4,0,4,1
TKT-02739,20231003,CUST-01241,Complaint,High,4,2023-10-03,,6.1,0,,0
TKT-02740,20240730,CUST-03450,Technical/Pump,Low,72,2024-07-30,2024-07-31,45.8,1,4,1
TKT-02741,20250501,CUST-02854,Complaint,Low,72,2025-05-01,2025-05-04,87.8,1,3,0
TKT-02742,20240523,CUST-03451,Billing/Payment,Low,72,2024-05-23,2024-05-23,15.7,0,4,1
TKT-02743,20241029,CUST-04832,Technical/Pump,Medium,24,2024-10-29,2024-10-29,14.8,1,4,1
TKT-02744,20241028,CUST-01120,General Inquiry,High,4,2024-10-28,2024-10-28,19.4,1,3,0
TKT-02745,20230415,CUST-03790,Installation,Medium,24,2023-04-15,2023-04-15,13.5,0,4,1
TKT-02746,20250314,CUST-03978,Complaint,Medium,24,2025-03-14,2025-03-14,2.2,1,4,1
TKT-02747,20260124,CUST-00641,Technical/Pump,Low,72,2026-01-24,2026-01-24,11.8,0,4,1
TKT-02748,20250128,CUST-03120,Installation,Low,72,2025-01-28,2025-01-29,27.8,1,3,1
TKT-02749,20250110,CUST-00176,Billing/Payment,Medium,24,2025-01-10,2025-01-10,9.3,1,3,1
TKT-02750,20251120,CUST-03988,Billing/Payment,Medium,24,2025-11-20,2025-11-20,2.8,0,4,1
TKT-02751,20240707,CUST-02978,Billing/Payment,Low,72,2024-07-07,2024-07-07,4.1,0,3,1
TKT-02752,20231027,CUST-03205,Installation,Medium,24,2023-10-27,2023-10-27,18.8,0,3,1
TKT-02753,20240712,CUST-04251,Technical/Pump,Medium,24,2024-07-12,2024-07-12,13.3,0,2,1
TKT-02754,20240310,CUST-01879,Technical/Pump,Medium,24,2024-03-10,2024-03-10,3.4,1,3,1
TKT-02755,20260119,CUST-02768,Billing/Payment,Low,72,2026-01-19,2026-01-22,75.7,0,3,0
TKT-02756,20230902,CUST-03084,Technical/Pump,Low,72,2023-09-02,2023-09-02,2.6,0,3,1
TKT-02757,20260316,CUST-01459,Technical/Pump,Medium,24,2026-03-16,2026-03-16,4.6,1,4,1
TKT-02758,20241128,CUST-00195,Installation,Low,72,2024-11-28,2024-11-28,7.5,0,4,1
